朗诗万都玲珑樾
,北大资源溧水地块,待售 住宅
,仙林国际项目
1条点评,待售 办公楼 轨交房 投资地产 美食街 景区
,胜科星洲府项目
12条点评,待售 住宅 轨交房 改善房 江景 品牌开发商
,葛洲坝融创南京紫郡府项目
1条点评,待售 别墅 轨交房 刚需房 改善房 商场
,银城G54地块
1条点评,待售 住宅 轨交房 投资地产 改善房 湖景
,万科金色领域,售罄 住宅 非毛坯
,凤凰山庄
13条点评,售罄 别墅 商场 养老房 投资地产 大阳台
,合家春天
1条点评,售罄 住宅
,紫金东郡
18条点评,售罄 住宅 豪宅 复式 低密度 大阳台
,朗诗绿色街区,售罄 住宅 非毛坯
,新城香溢紫郡
38条点评,售罄 住宅 刚需房 大阳台 大型社区 飘窗
,琥珀森林
63条点评,售罄 住宅 大阳台 南北通透 使用面积多 双阳台
,高科荣域
6条点评,售罄 住宅 商场 游乐园 大阳台 医院
,招商雍和府
17条点评,售罄 住宅 学校 品牌开发商 大阳台 医院
,富力城,售罄 住宅 商场 学校 低密度 医院
,中央金地
1条点评,售罄 商住 学校 医院 菜市场 大型超市
,银河湾紫苑,售罄 住宅 投资地产 人车分流 大阳台 大客厅
,金陵天成,售罄 住宅 酒店式公寓 大阳台 医院 单身公寓
,远洋绿地雲峰公馆
47条点评,售罄 住宅 大阳台 南北通透 使用面积多 三房朝南
,朗诗未来街区
荐 97条点评,售罄 住宅 科技住宅 刚需房 人车分流 大阳台
,中北英郡
6条点评,售罄 住宅 商场 低密度 大阳台 大客厅
,钱塘望景花园,售罄 住宅
,旭日上城
42条点评,售罄 住宅 刚需房 投资地产 婚房 厨卫全明
,柏悦澜庭
18条点评,售罄 别墅 改善房 商场 豪宅 投资地产
,高尔夫国际花园
11条点评,售罄 住宅 商场 湖景 人车分流
,国府大院
12条点评,售罄 住宅 酒店式公寓 投资地产 单身公寓 南北通透
,边城V时代广场
2条点评,售罄 商住 学校 投资地产 菜市场 银行
,同曦青春水岸,售罄 住宅 学校 湖景 单身公寓 大型超市
,上善居,售罄 住宅
,明发滨江新城
9条点评,售罄 住宅 学校 江景 大阳台 医院
,栖庭,售罄 住宅 非毛坯
,万科金色半山
7条点评,售罄 住宅 刚需房 投资地产 品牌开发商 低密度
,绿城东方玉园
7条点评,售罄 住宅 改善房 豪宅 大阳台 大客厅
,爱涛天逸园
24条点评,售罄 住宅 低密度 大阳台 大客厅 南北通透
,海德北岸城
7条点评,售罄 住宅 商场 游乐园 大阳台 南北通透
,壹零壹座
9条点评,售罄 住宅 学校 投资地产 医院 大客厅
,保利香槟国际
4条点评,售罄 住宅
,中北品尚,售罄 住宅
,21世纪国际公寓,售罄 住宅
,中冶钟鼎山庄
18条点评,售罄 住宅 酒店式公寓 投资地产 低密度 大阳台
,科海龙湖御景
19条点评,售罄 住宅 大阳台 低单价 综合体 双阳台
,银城长岛观澜
11条点评,售罄 别墅 大阳台 南北通透 双阳台 三房朝南
,怡湖华庭澜郡,售罄 住宅 复式 大阳台 大客厅 婚房
,招商方山里
35条点评,售罄 住宅 改善房 品牌开发商 南北通透 社区超市
,保利罗兰春天,售罄 住宅 大客厅 南北通透 大平层 高端会所
,紫金江景苑
18条点评,售罄 商住 酒店式公寓 江景 品牌开发商 大客厅
,御江金城,售罄 住宅 江景 复式 大阳台 loft
,晓庄国际广场
6条点评,售罄 商住 商场 酒店式公寓 江景 复式
,竹山华庭
10条点评,售罄 住宅 改善房 商场 美食街 大阳台
,宝驰景秀苑,售罄 住宅
,杏林北苑
6条点评,售罄 住宅 学校 江景 复式 大阳台
,华菁水苑
14条点评,售罄 住宅 刚需房 学校 美食街 大阳台
,荣盛龙湖半岛
41条点评,售罄 住宅 投资地产 大阳台 低密度 大客厅
,乐居雅花园,售罄 住宅 学校 大阳台 南北通透 双阳台
,星雨华府
9条点评,售罄 住宅 商场 豪宅 大阳台 大客厅
,颐和南园,售罄 住宅
,复地朗香别墅
10条点评,售罄 住宅 商场 带网球场 投资地产 复式
,紫晶唐
3条点评,售罄 住宅 商场 学校 投资地产 单身公寓
,左邻右里
1条点评,售罄 住宅
,保利紫晶山,售罄 住宅
,丁香花园,售罄 商住 刚需房 单身公寓 综合体 低总价
,银城林茵里
11条点评,售罄 别墅 学校 人工湖 大阳台 大客厅
,徽商公园壹号
10条点评,售罄 住宅 学校 南北通透 菜市场 综合体
,澳林广场六号公馆,售罄 住宅
,江畔明珠广场,售罄 住宅
,招商雍华府
9条点评,售罄 住宅 大阳台 南北通透 双阳台 三房朝南
,德基紫金南苑,售罄 住宅
,银河湾卓苑,售罄 住宅
,雅居乐藏龙御景
16条点评,售罄 住宅 大阳台 南北通透 双阳台 三房朝南
,和园
7条点评,售罄 住宅 刚需房 改善房 学校 大阳台
,兴地美利广场,售罄 住宅
,招商1872
29条点评,售罄 住宅 南北通透 飘窗 厨卫全明 小户型
,弘阳旭日学府,售罄 住宅
,保利紫荆公馆,售罄 住宅 商场 学校 大阳台 医院
,阅城国际花园,售罄 住宅
,升龙公园道
10条点评,售罄 别墅 改善房 低密度 大阳台 医院
,翠语棠城,售罄 住宅
,三金燕语庭
2条点评,售罄 住宅 改善房 学校 大阳台 低密度
,上城名苑,售罄 住宅
,高湖道
10条点评,售罄 别墅 改善房 商场 低密度 大阳台
,鑫城国际,售罄 住宅
,中海御山府
9条点评,售罄 住宅 改善房 品牌开发商 南北通透 洋房
,御湖国际,售罄 住宅
,学府瑞苑
9条点评,售罄 住宅 学校 大阳台 医院 大客厅
,金轮新都汇,售罄 住宅 商场 酒店式公寓 投资地产 美食街
,晶典国际,售罄 住宅 非毛坯
,宋都美域,售罄 住宅
,葵花社,售罄 住宅 刚需房 低密度 大阳台 南北通透
,盛泉新城,售罄 住宅 商场 低密度 大阳台 医院
,来凤街1号
2条点评,售罄 住宅 豪宅 人车分流 大阳台 南北通透
,南京湾锦绣香江
9条点评,售罄 别墅 低密度 大阳台 大客厅 南北通透
,江雁依山郡,售罄 住宅
,协众财富广场,售罄 住宅
,银城锦一方,售罄 住宅 非毛坯
,牧龙湖壹号
19条点评,售罄 住宅 刚需房 南北通透 低单价 大型超市
,荣盛锦绣观邸
10条点评,售罄 住宅 学校 大客厅 双阳台 三房朝南
,边城世家,售罄 住宅
,香地美舍
3条点评,售罄 住宅 学校 医院 大客厅 南北通透
,紫庐,售罄 住宅
,翠海名家园,售罄 住宅
,盛棠苑,售罄 住宅
,恒辉翡翠城,售罄 住宅
,中山骏景,售罄 办公楼 学校 投资地产 医院 大型超市
,仁恒G53公寓,售罄 住宅 非毛坯
,爱涛漪水园,售罄 住宅
,水岸康城,售罄 住宅
,幸福美地,售罄 住宅
,太平宝邸,售罄 住宅
,时代景园,售罄 住宅
,金地名京,售罄 住宅 非毛坯
,荣盛莉湖生活广场,售罄 店铺 学校 人工湖 游乐园 银行
,雅居乐花园,售罄 住宅
,广博苑,售罄 住宅
,濛雨家园,售罄 住宅
,枫林湾,售罄 住宅
,中山乐都汇购物中心项目,售罄 住宅
,鎏园,售罄 住宅
,君驰华庭,售罄 住宅
,汤城东郡,售罄 住宅 非毛坯
,南邮大厦
5条点评,售罄 办公楼 轨交房 投资地产 医院 大型超市
,蓝天水岸花园
6条点评,售罄 别墅 改善房 湖景 低密度 景观小区
,蒙塔卡利,售罄 住宅
,台湾小镇,售罄 住宅
,保利朗诗蔚蓝
48条点评,售罄 住宅 轨交房 品牌开发商 大阳台 南北通透
,华润幸福里
38条点评,售罄 住宅 即将开盘 学校 品牌开发商 大阳台
,碧桂园城市花园
141条点评,售罄 住宅 刚需房 大阳台 大客厅 南北通透
,东城金茂悦
38条点评,售罄 住宅 改善房 科技住宅 学校 投资地产
,卧龙湖风情小镇
1条点评,售罄 别墅
,中南山锦花城
31条点评,售罄 住宅 改善房 品牌开发商 人车分流 大阳台
,保利中央公园
99条点评,售罄 住宅 轨交房 刚需房 即将开盘 大阳台
,恒基富荟山
9条点评,售罄 别墅 学校 人车分流 大阳台 医院
,弘阳燕江府
22条点评,售罄 住宅 轨交房 改善房 江景 品牌开发商
,新城花漾紫郡
42条点评,售罄 住宅 刚需房 新开盘 品牌开发商 复式
,景枫法兰谷
18条点评,售罄 别墅 改善房 商场 豪宅 大阳台
,海峡城
157条点评,售罄 商住 学校 大阳台 医院 大客厅
,万科翡翠公园
115条点评,售罄 住宅 改善房 商场 学校 品牌开发商
,明发浦泰梦幻家
63条点评,售罄 住宅 刚需房 学校 大阳台 南北通透
,金辉金陵铭著
16条点评,售罄 住宅 改善房 美食街 大阳台 车位充足
,远洋国际中心
26条点评,售罄 商住 轨交房 酒店式公寓 豪宅 投资地产
,骋望云邸
48条点评,售罄 别墅 轨交房 豪宅 品牌开发商 大阳台
,万科九都荟
75条点评,售罄 住宅 轨交房 大阳台 大客厅 南北通透
,世茂招商语山
40条点评,售罄 住宅 轨交房 改善房 品牌开发商 婚房
,瑞景国际
30条点评,售罄 商住 湖景 人车分流 大阳台 loft
,景枫凤凰台
10条点评,售罄 住宅 改善房 学校 美食街 南北通透
,绿地玉晖
18条点评,售罄 住宅 学校 美食街 品牌开发商 大阳台
,金都汇广场
26条点评,售罄 商住 学校 投资地产 美食街 游乐园
,招商1872公园里
16条点评,售罄 住宅 轨交房 改善房 江景 大阳台
,和昌湾景
78条点评,售罄 住宅 人工湖 大阳台 医院 运动健身
,水晶蓝湾
15条点评,售罄 商住 酒店式公寓 投资地产 大阳台 单身公寓
,东方兰园
9条点评,售罄 住宅 大阳台 南北通透 全朝南 大户型
,弘辉龙江里
6条点评,售罄 商住 轨交房 商场 单身公寓 广场
,启迪方洲
71条点评,售罄 住宅 大阳台 南北通透 综合体 双阳台
,银城蓝溪郡
100条点评,售罄 住宅 改善房 南北通透 菜市场 社区超市
,景瑞春风十里
39条点评,售罄 住宅 改善房 投资地产 品牌开发商 大阳台
,赞成领尚
17条点评,售罄 商住 轨交房 酒店式公寓 学校 大阳台
,南京龙湖新壹城
14条点评,售罄 商住 轨交房 酒店式公寓 学校 投资地产
,阳明山庄
16条点评,售罄 别墅 带网球场 投资地产 大阳台 大客厅
,丰盛凤凰左岸
30条点评,售罄 住宅 大阳台 大客厅 南北通透 低单价
,金地浅山艺境
11条点评,售罄 住宅 刚需房 改善房 投资地产 品牌开发商
,梅龙湖无界
51条点评,售罄 别墅 湖景 景观小区 南北通透 洋房
,朗诗熙华府
27条点评,售罄 住宅 改善房 学校 品牌开发商 医院
,清江苏宁广场
11条点评,售罄 商住 酒店式公寓 豪宅 投资地产 美食街
,恒信珑湖国际
19条点评,售罄 住宅 大阳台 大客厅 南北通透 露台
,雨润国际广场洲际行政公寓
48条点评,售罄 商住 轨交房 商场 酒店式公寓 投资地产
,鼓楼1929
12条点评,售罄 商住 轨交房 学校 医院 单身公寓
,中锐星湖名邸
28条点评,售罄 住宅 轨交房 商场 南北通透 大型超市
,郦城御园
31条点评,售罄 别墅 商场 学校 大阳台 医院
,华润新悦天地
16条点评,售罄 住宅 轨交房 商场 学校 品牌开发商
,香缇郡
31条点评,售罄 住宅 轨交房 学校 大阳台 大客厅
,优尚天地家公馆
10条点评,售罄 住宅 刚需房 商场 学校 湖景
,东骏华府
25条点评,售罄 住宅 刚需房 商场 大阳台 医院
,颐园世家
15条点评,售罄 住宅 低密度 大阳台 南北通透 低单价
,印象华庭
9条点评,售罄 住宅 刚需房 学校 新开盘 医院
,景湖名都
32条点评,售罄 住宅 大阳台 南北通透 低单价 双阳台
,宏泰雅苑
14条点评,售罄 住宅 刚需房 商场 大阳台 南北通透
,碧桂园翡翠台
14条点评,售罄 住宅
,苏宁雅悦
25条点评,售罄 住宅 商场 酒店式公寓 投资地产 大阳台
,世茂君望墅
39条点评,售罄 别墅 大阳台 大客厅 南北通透 大平层
,世纪东山,售罄 住宅
,京门府
20条点评,售罄 住宅 大阳台 大客厅 大平层 飘窗
,中山 骏景,售罄 住宅 非毛坯
,翠屏托乐嘉
12条点评,售罄 住宅 改善房 商场 大阳台 南北通透
,金地格林格林
30条点评,售罄 住宅 刚需房 品牌开发商 大阳台 车位充足
,中粮彩云居,售罄 住宅
,弘阳上院
38条点评,售罄 住宅 大阳台 南北通透 使用面积多 双阳台
,仙林悦城
33条点评,售罄 住宅 商场 湖景 游乐园 大客厅
,亚东观樾
39条点评,售罄 住宅 刚需房 改善房 大阳台 医院
,碧湖天辰
16条点评,售罄 住宅 学校 大阳台 南北通透 双阳台
,旭日爱上城
17条点评,售罄 商住 学校 复式 大阳台 南北通透
,万科金域蓝湾
30条点评,售罄 别墅 改善房 品牌开发商 大阳台 南北通透
,骋望骊都
19条点评,售罄 别墅 改善房 豪宅 投资地产 大阳台
,复地新都荟
34条点评,售罄 商住 医院 大型超市 小户型 非毛坯
,世纪城金域华府
25条点评,售罄 住宅 养老房 湖景 大阳台 大客厅
,武夷水岸家园,售罄 住宅
,银城聚泽园,售罄 住宅 非毛坯
,宜家国际公寓,售罄 住宅
,金地明悦,售罄 住宅 商场 学校 大阳台 南北通透
,蓝岸live科技青年街区
11条点评,售罄 商住 南北通透 飘窗 厨卫全明 小户型
,精锐SOHO
2条点评,售罄 商住 单身公寓 银行 小户型 非毛坯
,金浦翡翠谷
20条点评,售罄 住宅 改善房 学校 湖景 人车分流
,绿地紫峰公馆,售罄 住宅
,德盈YOUNG
13条点评,售罄 住宅 刚需房 学校 低密度 医院
,百悦家花园,售罄 住宅 低总价
,紫金联合立方,售罄 住宅
,中冶天城,售罄 住宅
,左右阳光,售罄 住宅
,新城金郡,售罄 住宅 非毛坯
,江宁1号
11条点评,售罄 住宅 商场 酒店式公寓 投资地产 游乐园
,中海国际社区
97条点评,售罄 住宅 学校 大阳台 医院 南北通透
,德水香林
14条点评,售罄 住宅 学校 大阳台 医院 大客厅
,同仁康桥水岸
13条点评,售罄 住宅 湖景 景观小区 南北通透 洋房
,中豪天禄
3条点评,售罄 别墅 人车分流 低密度 大阳台 医院
,银江花园,售罄 住宅
,万裕龙庭水岸
38条点评,售罄 住宅 改善房 学校 投资地产 美食街
,明发新城中心
37条点评,售罄 商住 单身公寓 loft 综合体 大型社区
,金浦名城世家,售罄 住宅 商场 学校 大阳台 医院
,玉桥国际公寓
13条点评,售罄 住宅 商场 酒店式公寓 投资地产 复式
,江佑铂庭,售罄 住宅
,苏宁睿城
3条点评,售罄 住宅
,金盛田锦上
6条点评,售罄 商住 商场 大阳台 医院 大客厅
,悦恒君铂大厦,售罄 住宅 刚需房 商场 酒店式公寓 投资地产
,中电颐和家园,售罄 住宅 大阳台 医院 南北通透 银行
,朗诗保利麓院
5条点评,售罄 住宅 大阳台 医院 大客厅 南北通透
,八闽名郡,售罄 住宅
,金尧首府,售罄 住宅 商场 学校 养老房 豪宅
,邻山壹景
9条点评,售罄 住宅 大阳台 大客厅 南北通透 飘窗
,华润悦府
11条点评,售罄 住宅 商场 大阳台 南北通透 双阳台
,丹佛小镇
1条点评,售罄 住宅
,弘阳爱上城
32条点评,售罄 住宅 学校 品牌开发商 南北通透 大型超市
,紫晶城,售罄 住宅
,胜泰华府,售罄 住宅 非毛坯
,蓝天华门国际花园,售罄 住宅 改善房 豪宅 车位充足 公园
,汇锦水岸城,售罄 住宅 大阳台 医院 南北通透 菜市场
,长发都市蓝瑟,售罄 住宅 非毛坯
,红豆香江豪庭
10条点评,售罄 住宅 南北通透 双阳台 三房朝南 飘窗
,朗诗钟山绿郡
1条点评,售罄 住宅 科技住宅 投资地产 大阳台 医院
,鸿雁名居,售罄 住宅
,紫晶环球,售罄 住宅 银行
,御珑湾
11条点评,售罄 住宅 商场 人车分流 大阳台 医院
,运盛美之国,售罄 住宅 改善房 豪宅 低密度 大阳台
,骋望怡峰花园
27条点评,售罄 住宅 大阳台 南北通透 低单价 菜市场
,百丽明珠花园
11条点评,售罄 住宅 刚需房 学校 豪宅 大阳台
,尚品馨苑,售罄 住宅
,润开华府,售罄 住宅 学校 大阳台 医院 南北通透
,龙池翠洲
10条点评,售罄 住宅 刚需房 改善房 商场 湖景
,和府奥园
8条点评,售罄 住宅 酒店式公寓 投资地产 大阳台 单身公寓
,青龙花园
11条点评,售罄 住宅 刚需房 湖景 医院 低单价
,华山山庄
21条点评,售罄 住宅 刚需房 低单价 菜市场 综合体
,百家湖花园印象威尼斯,售罄 住宅
,玛斯兰德
12条点评,售罄 住宅 改善房 豪宅 投资地产 低密度
,天华硅谷,售罄 住宅
,盈嘉香榴湾,售罄 住宅
,天正桃源
1条点评,售罄 住宅
,上城风景,售罄 住宅
,蓝湖西岸
8条点评,售罄 别墅 改善房 学校 大客厅 大型社区
,城开御园,售罄 住宅 非毛坯
,天凤国际广场,售罄 住宅
,印湖山庄,售罄 住宅
,都市尚品
2条点评,售罄 住宅 改善房 低密度 大阳台 医院
,侯家桥16号,售罄 住宅 非毛坯
,福基现代城
10条点评,售罄 住宅 商场 大阳台 南北通透 菜市场
,景枫里外城,售罄 住宅 大阳台 南北通透 双阳台 三房朝南
,紫玉山庄,售罄 住宅 人车分流 大阳台 loft 南北通透
,大吉山水田园
2条点评,售罄 住宅
,蓝岸亲水湾花园,售罄 住宅
,爱秦公寓,售罄 商住 飘窗 厨卫全明 小户型
,京隆国际公寓,售罄 住宅 非毛坯
,莱茵量子国际写字楼,售罄 办公楼 轨交房
,爱涛丽舍,售罄 住宅
,鑫庭雅苑,售罄 住宅
,德盈国际广场写字楼,售罄 办公楼 商场 酒店式公寓 学校 菜市场
,海峡云谷,售罄 办公楼 投资地产 江景 品牌开发商 医院
,莱茵铂郡,售罄 住宅 非毛坯
,悦恒君铂国际,售罄 住宅 大型超市
,江山星汉城,售罄 住宅
,琴韵华庭,售罄 住宅
,亚都天元居,售罄 住宅
,阳光家苑,售罄 住宅
,金宁广场,售罄 住宅 非毛坯
,山水华门,售罄 住宅
,宏普捷座,售罄 住宅
,首创天迈广场
1条点评,售罄 住宅 非毛坯
,万和 尊邸
3条点评,售罄 住宅 改善房 酒店式公寓 豪宅 投资地产
,珑璟庭,售罄 住宅
,福润广场,售罄 商住 医院
,山居十六院,售罄 住宅
,UCT悠尚天地广场,售罄 住宅
,润景国际
7条点评,售罄 商住
,金盛财智广场
10条点评,售罄 店铺 轨交房 商场 投资地产 湖景
,夫子庙金街
1条点评,售罄 店铺 轨交房
,凤凰和熙,售罄 住宅
,君泰国际大厦,售罄 办公楼
,颐和公馆,售罄 住宅
,融侨悦城
32条点评,售罄 住宅 新开盘 车位充足 大客厅 南北通透
,弘阳禹洲时光印象
12条点评,售罄 住宅 刚需房 即将开盘 品牌开发商 大阳台
,禹洲映月溪山
26条点评,售罄 住宅 改善房 即将开盘 品牌开发商 复式
,雨花客厅
40条点评,售罄 商住 轨交房 投资地产 单身公寓 银行
,涟城
29条点评,售罄 商住 改善房 投资地产 车位充足 综合体
,恒大金碧天下
78条点评,售罄 住宅 大型社区 湖景 全朝南 品牌开发商
,万科城
42条点评,售罄 住宅 大阳台 大客厅 南北通透 三房朝南
,万科大都会
12条点评,售罄 住宅 轨交房 商场 新开盘 品牌开发商
,奥克斯钟山府
64条点评,售罄 住宅 轨交房 改善房 豪宅 复式
,融创臻园
27条点评,售罄 住宅 轨交房 刚需房 美食街 品牌开发商
,金隅紫京府
95条点评,售罄 住宅 投资地产 品牌开发商 大阳台 大客厅
,紫晶未来城
24条点评,售罄 住宅 刚需房 商场 南北通透 全朝南
,荣盛华府
41条点评,售罄 住宅 轨交房 刚需房 品牌开发商 人工湖
,华府国际
25条点评,售罄 住宅 复式 低密度 大客厅 南北通透
,爱涛尚书云邸
82条点评,售罄 住宅 改善房 南北通透 使用面积多 小户型
,中航樾府
36条点评,售罄 别墅 大阳台 大客厅 南北通透 大型超市
,禹洲弘阳滨湖里
39条点评,售罄 住宅 刚需房 品牌开发商 大阳台 南北通透
,金地湖城艺境
20条点评,售罄 住宅 商场 学校 湖景 大阳台
,荣盛花语城
278条点评,售罄 住宅 商场 湖景 品牌开发商 大阳台
,中航樾公馆
65条点评,售罄 住宅 刚需房 品牌开发商 南北通透 三房朝南
,中粮鸿云
98条点评,售罄 住宅 投资地产 复式 大阳台 大客厅
,保利西江月
78条点评,售罄 住宅 刚需房 改善房 品牌开发商 大阳台
,五矿晏山居
50条点评,售罄 住宅 轨交房 复式 大阳台 大客厅
,五矿九玺台
16条点评,售罄 别墅 品牌开发商 低密度 大阳台 大客厅
,中商万豪
28条点评,售罄 住宅 酒店式公寓 投资地产 单身公寓 大客厅
,爱涛天岳城
33条点评,售罄 住宅 改善房 商场 学校 大阳台
,五矿崇文金城
35条点评,售罄 住宅 大阳台 南北通透 双阳台 三房朝南
,金地中心风华
11条点评,售罄 住宅 改善房 商场 投资地产 人车分流
,21世纪百家湖1号
28条点评,售罄 住宅 轨交房 刚需房 豪宅 游乐园
,江宁万达广场
20条点评,售罄 别墅 商场 大阳台 大客厅 大平层
,明发珠江国际
25条点评,售罄 住宅 大客厅 南北通透 大户型 飘窗
,紫金铭苑
10条点评,售罄 住宅 轨交房 改善房 低密度 车位充足
,中浩青溪庄园
24条点评,售罄 别墅 带网球场 投资地产 低密度 大阳台
,翠屏湾花园城二期
15条点评,售罄 住宅 刚需房 车位充足 菜市场 使用面积多
,金东城世家
20条点评,售罄 住宅 低密度 大阳台 南北通透 低单价
,运盛美之国花园
12条点评,售罄 别墅 改善房 豪宅 投资地产 低密度
,正荣润峯
47条点评,售罄 住宅 改善房 豪宅 品牌开发商 人车分流
,东方熙龙山院
23条点评,售罄 别墅 低密度 大阳台 大客厅 南北通透
,清香雅苑
17条点评,售罄 住宅 刚需房 大阳台 医院 南北通透
,绿地缤纷广场
5条点评,售罄 商住 投资地产 品牌开发商 医院 大型超市
,隆豪翡翠星城
8条点评,售罄 住宅 学校 大阳台 医院 大客厅
,金湖家园
25条点评,售罄 住宅 低密度 大阳台 南北通透 低单价
,绿城玫瑰园
24条点评,售罄 别墅 豪宅 低密度 大阳台 高尔夫球场
,红太阳国际财智广场
7条点评,售罄 住宅 全朝南 双阳台 入户花园 主卧套房
,英郡华府
13条点评,售罄 别墅 轨交房 商场 学校 大阳台
,奕淳绿园
12条点评,售罄 住宅 刚需房 改善房 商场 人车分流
,都市丽景
7条点评,售罄 住宅 轨交房
,天将孝门
7条点评,售罄 住宅 复式 大阳台 大客厅 南北通透
,通宇林景雅园
5条点评,售罄 别墅 改善房 商场 学校 豪宅
,朗诗玲珑屿
67条点评,售罄 住宅 南北通透 飘窗 大主卧 双卫
,万科尚都荟
34条点评,售罄 住宅 大阳台 大客厅 南北通透 三房朝南
,鲁能公馆
48条点评,售罄 住宅 大阳台 大客厅 南北通透 大户型
,天正理想城
24条点评,售罄 住宅 养老房 大阳台 南北通透 低单价
,金王府,售罄 住宅
,宋都南郡国际
34条点评,售罄 住宅 刚需房 湖景 美食街 复式
,融侨世家
5条点评,售罄 住宅 大阳台 南北通透 双阳台 三房朝南
,天润城
91条点评,售罄 住宅 刚需房 商场 学校 游乐园
,中天铭廷
84条点评,售罄 住宅 科技住宅 改善房 品牌开发商 大阳台
,明发长江派对,售罄 住宅
,旭辉九著
58条点评,售罄 住宅 改善房 品牌开发商 车位充足 南北通透
,宏图上水庭院
25条点评,售罄 别墅 大客厅 菜市场 阁楼 银行
,中海凤凰熙岸
27条点评,售罄 住宅 酒店式公寓 学校 大阳台 医院
,城市之光国际公寓,售罄 住宅 商场 酒店式公寓 豪宅 大阳台
,保利罗兰香谷,售罄 住宅
,爱涛尚逸华府
29条点评,售罄 住宅 大阳台 南北通透 三房朝南 大主卧
,绿国万象都荟
46条点评,售罄 商住 酒店式公寓 医院 大型超市 银行
,金基尚书里
30条点评,售罄 住宅 酒店式公寓 投资地产 复式 大阳台
,银城一方山
62条点评,售罄 住宅 南北通透 洋房 社区超市 综合体
,东方龙湖湾,售罄 住宅
,绿地悦峰公馆
47条点评,售罄 住宅 刚需房 商场 投资地产 美食街
,恒大绿洲
2条点评,售罄 住宅 非毛坯
,诚基百家湖小公馆,售罄 住宅
,新理想家
21条点评,售罄 住宅 刚需房 学校 湖景 低单价
,万山庭院
16条点评,售罄 住宅 学校 大阳台 大客厅 三房朝南
,郑和国际广场
1条点评,售罄 住宅 商场 大阳台 医院 南北通透
,天玺国际广场,售罄 住宅
,弘阳壹号,售罄 住宅
,百露园
10条点评,售罄 别墅 学校 大阳台 南北通透 低单价
,金牛华府
2条点评,售罄 商住 商场 医院 低单价 大型超市
,东方红郡
2条点评,售罄 住宅 科技住宅 复式 大阳台 南北通透
,莱蒙水榭春天,售罄 住宅 学校 豪宅 美食街 大阳台
,一品骊城
18条点评,售罄 住宅 大阳台 大客厅 低单价 三房朝南
,泰来苑
43条点评,售罄 住宅 商场 投资地产 大阳台 低密度
,荣盛文承熙苑
26条点评,售罄 住宅 刚需房 学校 大阳台 大客厅
,紫园
3条点评,售罄 住宅 投资地产 低密度 大阳台 医院
,恒基九珑天誉,售罄 住宅 大阳台 医院 南北通透 大型超市
,瑞鸿名邸,售罄 住宅
,江月府
9条点评,售罄 住宅 刚需房 改善房 商场 大阳台
,艾菲国际
10条点评,售罄 住宅 大阳台 南北通透 三房朝南 飘窗
,荣盛莉湖春晓
78条点评,售罄 住宅 大阳台 大客厅 南北通透 大型社区
,明发城市广场
3条点评,售罄 住宅 投资地产 大阳台 单身公寓 南北通透
,汇金新天地,售罄 住宅 酒店式公寓 投资地产 大阳台 单身公寓
,雨山美地
3条点评,售罄 住宅 低密度 大阳台 单身公寓 南北通透
,保利梧桐语
33条点评,售罄 住宅 投资地产 大阳台 南北通透 景区
,鸿意万嘉,售罄 住宅
,嘉业国际城,售罄 住宅 非毛坯
,天正滨江,售罄 住宅
,城开汤山公馆
12条点评,售罄 住宅 商场 低密度 大阳台 南北通透
,美麟香漫山
30条点评,售罄 住宅 低单价 山景 低总价 飘窗
,宏图上逸园,售罄 住宅 投资地产 人车分流 低密度 景区
,王子公馆,售罄 住宅
,天鹅湖花园,售罄 住宅
,景枫城市山谷项目
8条点评,待售 别墅 改善房 品牌开发商 低密度 景观小区
,栖霞鲁能公馆项目,待售 住宅 刚需房 品牌开发商 人车分流 车位充足
,正荣滨江紫阙项目,待售 住宅 改善房 学校 豪宅 科技住宅
,鲁能硅谷公馆项目
10条点评,待售 住宅 刚需房 江景 投资地产 品牌开发商
,瑞厦G01地块
7条点评,待售 住宅 轨交房
,星叶欢乐城项目,待售 住宅 改善房 学校 投资地产 品牌开发商
,德胜G67地块
3条点评,待售 办公楼
,桃园世纪项目
10条点评,待售 住宅 改善房 江景 学校 科技住宅
,融创玉兰公馆
31条点评,售罄 住宅 轨交房 改善房 学校 车位充足
,朗诗青春街区
138条点评,售罄 住宅 刚需房 学校 品牌开发商 大阳台
,新城香悦澜山
112条点评,售罄 住宅 轨交房 改善房 品牌开发商 大阳台
,新城保利天地
94条点评,售罄 住宅 刚需房 品牌开发商 大阳台 南北通透
,蓝光公园1号
50条点评,售罄 住宅 刚需房 改善房 学校 新开盘
,万科 星荟
11条点评,售罄 商住 刚需房 学校 单身公寓 广场
,融创精彩天地
9条点评,售罄 商住 轨交房
,明发云庭
35条点评,售罄 住宅 大阳台 婚房 南北通透 山景
,旭辉银城白马澜山
28条点评,售罄 住宅 轨交房 即将开盘 品牌开发商 复式
,富力尚悦居
39条点评,售罄 住宅 刚需房 改善房 品牌开发商 大阳台
,正荣润江城
95条点评,售罄 住宅 大阳台 大客厅 南北通透 大平层
,恒大华府
85条点评,售罄 住宅 轨交房 改善房 品牌开发商 大阳台
,铂悦秦淮
43条点评,售罄 住宅 轨交房 刚需房 改善房 品牌开发商
,万科璞悦山
33条点评,售罄 住宅 品牌开发商 大客厅 南北通透 洋房
,禹洲吉庆里
64条点评,售罄 住宅 改善房 品牌开发商 复式 车位充足
,中海玄武公馆
